Bacteroides melaninogenicus,Prevotella intermedia
Bacteroides melaninogenicus,Porphyromonas macacae
Bacteroides melaninogenicus,Prevotella melaninogenica
Bacteroides melaninogenicus,Prevotella melaninogenica
Bacteroides merdae,Parabacteroides merdae
Bacteroides microfusus,Rikenella microfusus
Bacteroides multiacidus,Mitsuokella multacida
Bacteroides nodosus,Dichelobacter nodosus
Bacteroides ochraceus,Capnocytophaga ochracea
Bacteroides oralis,Prevotella oralis
Bacteroides oris,Prevotella oris
Bacteroides oulorum,Prevotella oulorum
Bacteroides pentosaceus,Prevotella buccae
Bacteroides pneumosintes,Dialister pneumosintes
Bacteroides praeacutus,Tissierella praeacuta
Bacteroides putredinis,Alistipes putredinis
Bacteroides ruminicola,Prevotella brevis
Bacteroides ruminicola,Prevotella ruminicola
Bacteroides ruminicola,Prevotella ruminicola
Bacteroides salivosus,Porphyromonas macacae
Bacteroides salyersae,Bacteroides salyersiae
Bacteroides splanchnicus,Odoribacter splanchnicus
Bacteroides succinogenes,Fibrobacter succinogenes
Bacteroides suis,Bacteroides pyogenes
Bacteroides termitidis,Sebaldella termitidis
Bacteroides ureolyticus,Campylobacter ureolyticus
Bacteroides veroralis,Prevotella veroralis
Bacteroides zoogleoformans,Prevotella zoogleoformans
Bacteroides unavailable,Prevotella unavailable
Balneimonas flocculans,Microvirga flocculans
Balneimonas unavailable,Microvirga unavailable
Balneomonas flocculans,Microvirga flocculans
Balneomonas unavailable,Microvirga unavailable
Bartonella florenciae,Bartonella florencae
Bartonella vinsonii,Bartonella vinsonii
Bdellovibrio starrii,Peredibacter starrii
Bdellovibrio stolpii,Bacteriovorax stolpii
Beijerinckia derxia,Beijerinckia derxii
Beijerinckia derxii,Beijerinckia derxii
Beijerinckia fluminensis,Agrobacterium radiobacter
Beijerinckia indica,Beijerinckia indica
Beneckea alginolytica,Vibrio alginolyticus
Beneckea campbellii,Vibrio campbellii
Beneckea gazogenes,Vibrio gazogenes
Beneckea harveyi,Vibrio harveyi
Beneckea natriegens,Vibrio natriegens
Beneckea nigrapulchritoda,Vibrio nigripulchritudo
Beneckea nigrapulchrituda,Vibrio nigripulchritudo
Beneckea nigripulchritudo,Vibrio nigripulchritudo
Beneckea parahaemolytica,Vibrio parahaemolyticus
Beneckea pelagia,Listonella pelagia
Beneckea splendida,Vibrio splendidus
Beneckea vulnifica,Vibrio vulnificus
Beneckea unavailable,Vibrio unavailable
Bifidobacterium animalis,Bifidobacterium animalis
Bifidobacterium catenulatum,Bifidobacterium catenulatum
Bifidobacterium coryneforme,Bifidobacterium indicum
Bifidobacterium denticolens,Parascardovia denticolens
Bifidobacterium gallinarum,Bifidobacterium pullorum
Bifidobacterium infantis,Bifidobacterium longum
Bifidobacterium inopinatum,Scardovia inopinata
Bifidobacterium kashiwanohense,Bifidobacterium catenulatum
Bifidobacterium lactis,Bifidobacterium animalis
Bifidobacterium longum,Bifidobacterium longum
Bifidobacterium pseudolongum,Bifidobacterium globosum
Bifidobacterium pseudolongum,Bifidobacterium pseudolongum
Bifidobacterium pullorum,Bifidobacterium pullorum
Bifidobacterium saeculare,Bifidobacterium pullorum
Bifidobacterium stercoris,Bifidobacterium adolescentis
Bifidobacterium suis,Bifidobacterium longum
Bifidobacterium thermacidophilum,Bifidobacterium porcinum
Bifidobacterium thermacidophilum,Bifidobacterium thermacidophilum
Bifidobacterium thermophilium,Bifidobacterium thermophilum
Blastobacter aggregatus,Rhizobium aggregatum
Blastobacter capsulatus,Pararhizobium capsulatum
Blastobacter denitrificans,Bradyrhizobium denitrificans
Blastobacter natatorius,Blastomonas natatoria
Blastomonas unavailable,Sphingomonas unavailable
Blautia glucerasei,Blautia glucerasea
Blochmannia unavailable,Blochmanniella unavailable
Borrelia baltazardi,Borrelia baltazardii
Borrelia turdae,Borrelia turdi
Borreliella afzelii,Borrelia afzelii
Borreliella americana,Borrelia americana
Borreliella bavariensis,Borrelia bavariensis
Borreliella burgdorferi,Borrelia burgdorferi
Borreliella carolinensis,Borrelia carolinensis
Borreliella garinii,Borrelia garinii
Borreliella japonica,Borrelia japonica
Borreliella kurtenbachii,Borrelia kurtenbachii
Borreliella sinica,Borrelia sinica
Borreliella spielmanii,Borrelia spielmanii
Borreliella valaisiana,Borrelia valaisiana
Borreliella unavailable,Borrelia unavailable
Bowdenia nasicola,Bowdeniella nasicola
Bowdenia unavailable,Bowdeniella unavailable
Bradyrhizobium centrosemae,Bradyrhizobium centrosematis
Branhamella catarrhalis,Moraxella catarrhalis
Branhamella unavailable,Moraxella unavailable
Brenneria paradisiaca,Dickeya paradisiaca
Brenneria populi,Brenneria populi
Brenneria quercina,Lonsdalea quercina
Brenneria roseae,Brenneria roseae
Brevibacterium acetylicum,Exiguobacterium acetylicum
Brevibacterium albidum,Curtobacterium albidum
Brevibacterium ammoniagenes,Corynebacterium ammoniagenes
Brevibacterium citreum,Curtobacterium citreum
Brevibacterium divaricatum,Corynebacterium glutamicum
Brevibacterium fermentans,Cellulosimicrobium cellulans
Brevibacterium halotolerans,Bacillus halotolerans
Brevibacterium imperiale,Microbacterium imperiale
Brevibacterium incertum,Desemzia incerta
Brevibacterium liquefaciens,Glutamicibacter nicotianae
Brevibacterium luteum,Curtobacterium luteum
Brevibacterium lyticum,Cellulosimicrobium cellulans
Brevibacterium massiliense,Brevibacterium ravenspurgense
Brevibacterium oxydans,Microbacterium oxydans
Brevibacterium protophormiae,Glutamicibacter protophormiae
Brevibacterium pusillum,Curtobacterium pusillum
Brevibacterium saperdae,Microbacterium saperdae
Brevibacterium stationis,Corynebacterium stationis
Brevibacterium testaceum,Microbacterium testaceum
Brevibacterium vitaeruminis,Corynebacterium vitaeruminis
Brevibacterium vitarumen,Corynebacterium vitaeruminis
Brucella abortus,Brucella melitensis
Brucella canis,Brucella melitensis
Brucella neotomae,Brucella melitensis
Brucella ovis,Brucella melitensis
Brucella suis,Brucella melitensis
Bryantella formatexigens,Marvinbryantia formatexigens
Bryantella unavailable,Marvinbryantia unavailable
Burkholderia acidipaludis,Paraburkholderia acidipaludis
Burkholderia andropogonis,Robbsia andropogonis
Burkholderia arationis,Caballeronia arationis
Burkholderia arvi,Caballeronia arvi
Burkholderia aspalathi,Paraburkholderia aspalathi
Burkholderia bannensis,Paraburkholderia bannensis
Burkholderia bryophila,Paraburkholderia bryophila
Burkholderia caballeronis,Paraburkholderia caballeronis
Burkholderia caledonica,Paraburkholderia caledonica
Burkholderia calidae,Caballeronia calidae
Burkholderia caribensis,Paraburkholderia caribensis
Burkholderia caryophylli,Trinickia caryophylli
Burkholderia catudaia,Caballeronia catudaia
Burkholderia choica,Caballeronia choica
Burkholderia cocovenenans,Burkholderia gladioli
Burkholderia concitans,Caballeronia concitans
Burkholderia cordobensis,Caballeronia cordobensis
Burkholderia denitrificans,Paraburkholderia denitrificans
Burkholderia diazotrophica,Paraburkholderia diazotrophica
Burkholderia dilworthii,Paraburkholderia dilworthii
Burkholderia dipogonis,Paraburkholderia dipogonis
Burkholderia eburnea,Paraburkholderia eburnea
Burkholderia endofungorum,Mycetohabitans endofungorum
Burkholderia ferrariae,Paraburkholderia ferrariae
Burkholderia fortuita,Caballeronia fortuita
Burkholderia fungorum,Paraburkholderia fungorum
Burkholderia ginsengisoli,Paraburkholderia ginsengisoli
Burkholderia ginsengiterrae,Paraburkholderia ginsengiterrae
Burkholderia glathei,Caballeronia glathei
Burkholderia glebae,Caballeronia glebae
Burkholderia graminis,Paraburkholderia graminis
Burkholderia grimmiae,Caballeronia grimmiae
Burkholderia heleia,Paraburkholderia heleia
Burkholderia hospita,Paraburkholderia hospita
Burkholderia humi,Caballeronia humi
Burkholderia humisilvae,Paraburkholderia humisilvae
Burkholderia hypogeia,Caballeronia hypogeia
Burkholderia insecticola,Caballeronia insecticola
Burkholderia insulsa,Paraburkholderia insulsa
Burkholderia jiangsuensis,Caballeronia jiangsuensis
Burkholderia jirisanensis,Paraburkholderia jirisanensis
Burkholderia kirstenboschensis,Paraburkholderia kirstenboschensis
Burkholderia kururiensis,Paraburkholderia kururiensis
Burkholderia megalochromosomata,Caballeronia megalochromosomata
Burkholderia megapolitana,Paraburkholderia megapolitana
Burkholderia metalliresistens,Paraburkholderia metalliresistens
Burkholderia mimosarum,Paraburkholderia mimosarum
Burkholderia monticola,Paraburkholderia monticola
Burkholderia nodosa,Paraburkholderia nodosa
Burkholderia norimbergensis,Pandoraea norimbergensis
Burkholderia oxyphila,Paraburkholderia oxyphila
Burkholderia panaciterrae,Paraburkholderia ginsengiterrae
Burkholderia pedi,Caballeronia pedi
Burkholderia peredens,Caballeronia peredens
Burkholderia phenazinium,Paraburkholderia phenazinium
Burkholderia phenoliruptrix,Paraburkholderia phenoliruptrix
Burkholderia phymatum,Paraburkholderia phymatum
Burkholderia phytofirmans,Paraburkholderia phytofirmans
Burkholderia pickettii,Ralstonia pickettii
Burkholderia ptereochthonis,Caballeronia ptereochthonis
Burkholderia rhizosphaerae,Paraburkholderia rhizosphaerae
Burkholderia rhizoxinica,Mycetohabitans rhizoxinica
Burkholderia rhynchosiae,Paraburkholderia rhynchosiae
Burkholderia sabiae,Paraburkholderia sabiae
Burkholderia sacchari,Paraburkholderia sacchari
Burkholderia sartisoli,Paraburkholderia sartisoli
Burkholderia sediminicola,Paraburkholderia sediminicola
Burkholderia silvatlantica,Paraburkholderia silvatlantica
Burkholderia solanacearum,Ralstonia solanacearum
Burkholderia soli,Trinickia soli
Burkholderia solisilvae,Paraburkholderia solisilvae
Burkholderia sordidicola,Caballeronia sordidicola
Burkholderia sprentiae,Paraburkholderia sprentiae
Burkholderia susongensis,Paraburkholderia susongensis
Burkholderia symbiotica,Trinickia symbiotica
Burkholderia telluris,Caballeronia telluris
Burkholderia temeraria,Caballeronia temeraria
Burkholderia terrae,Paraburkholderia terrae
Burkholderia terrestris,Caballeronia terrestris
Burkholderia terricola,Paraburkholderia terricola
Burkholderia tropica,Paraburkholderia tropica
Burkholderia tuberum,Paraburkholderia tuberum
Burkholderia turbans,Caballeronia turbans
Burkholderia uboniae,Burkholderia ubonensis
Burkholderia udeis,Caballeronia udeis
Burkholderia unamae,Paraburkholderia unamae
Burkholderia vandii,Burkholderia plantarii
Burkholderia xenovorans,Paraburkholderia xenovorans
Burkholderia zhejiangensis,Caballeronia zhejiangensis
Butyricicoccus desmolans,Agathobaculum desmolans
Byssophaga unavailable,Byssovorax unavailable
Caenibacterium thermophilum,Schlegelella thermodepolymerans
Caenibacterium unavailable,Schlegelella unavailable
Caldanaerobacter subterraneus,Caldanaerobacter subterraneus
Calderobacterium hydrogenophilum,Hydrogenobacter hydrogenophilus
Calderobacterium unavailable,Hydrogenobacter unavailable
Calymmatobacterium granulomatis,Klebsiella granulomatis
Calymmatobacterium unavailable,Klebsiella unavailable
Campylobacter butzleri,Arcobacter butzleri
Campylobacter cinaedi,Helicobacter cinaedi
Campylobacter fennelliae,Helicobacter fennelliae
Campylobacter fetus,Campylobacter fetus
Campylobacter hyoilei,Campylobacter coli
Campylobacter hyointestinalis,Campylobacter hyointestinalis
Campylobacter jejuni,Campylobacter jejuni
Campylobacter lari,Campylobacter lari
Campylobacter laridis,Campylobacter lari
Campylobacter mustelae,Helicobacter mustelae
Campylobacter nitrofigilis,Arcobacter nitrofigilis
Campylobacter pinnipediorum,Campylobacter pinnipediorum
Campylobacter pylori,Helicobacter mustelae
Campylobacter pylori,Helicobacter pylori
Campylobacter pylori,Helicobacter pylori
Campylobacter pyloridis,Helicobacter pylori
Campylobacter sputorum,Campylobacter mucosalis
Campylobacter sputorum,Campylobacter sputorum
Capsularis zoogleiformans,Prevotella zoogleoformans
Capsularis zoogleoformans,Prevotella zoogleoformans
Capsularis unavailable,Prevotella unavailable
Carboxydobrachium unavailable,Carboxydibrachium unavailable
Carnobacterium inhibens,Carnobacterium inhibens
Carnobacterium piscicola,Carnobacterium maltaromaticum
Caseobacter polymorphus,Corynebacterium variabile
Caseobacter unavailable,Corynebacterium unavailable
Catellatospora citrea,Catellatospora citrea
Catellatospora citrea,Catellatospora methionotrophica
Catellatospora ferruginea,Asanoa ferruginea
Catellatospora koreensis,Catelliglobosispora koreensis
Catellatospora matsumotoense,Micromonospora matsumotoense
Catellatospora tsunoense,Hamadaea tsunoensis
Catellibacterium aquatile,Gemmobacter aquaticus
Catellibacterium caeni,Gemmobacter caeni
Catellibacterium changlense,Cereibacter changlensis
Catellibacterium nanjingense,Gemmobacter nanjingensis
Catellibacterium nectariphilum,Gemmobacter nectariphilus
Catellibacterium unavailable,Gemmobacter unavailable
Catenococcus thiocyclus,Catenococcus thiocycli
Catenovulum maritimus,Catenovulum maritimum
Caulobacter bacteroides,Brevundimonas bacteroides
Caulobacter crescentus,Caulobacter vibrioides
Caulobacter halobacteroides,Maricaulis maris
Caulobacter intermedius,Brevundimonas intermedia
Caulobacter leidyi,Sphingomonas leidyi
Caulobacter leidyia,Sphingomonas leidyi
Caulobacter maris,Maricaulis maris
Caulobacter subvibrioides,Brevundimonas subvibrioides
Caulobacter variabilis,Brevundimonas variabilis
Cellulomonas cartae,Cellulosimicrobium cellulans
Cellulomonas cellulans,Cellulosimicrobium cellulans
Cellulomonas fermentans,Actinotalea fermentans
Cellulomonas turbata,Oerskovia turbata
Cellulophaga uliginosa,Zobellia uliginosa
Cellulosimicrobium aquatile,Cellulosimicrobium funkei
Cellulosimicrobium variabile,Isoptericola variabilis
Cellvibrio mixtus,Cellvibrio mixtus
Chainia antibiotica,Streptomyces sclerotialus
Chainia flava,Streptomyces minutiscleroticus
Chainia fumigata,Streptomyces fumigatiscleroticus
Chainia kunmingensis,Streptomyces kunmingensis
Chainia minutisclerotica,Streptomyces minutiscleroticus
Chainia nigra,Streptomyces niger
Chainia ochracea,Streptomyces ochraceiscleroticus
Chainia olivacea,Streptomyces olivaceiscleroticus
Chainia poonensis,Streptomyces poonensis
Chainia purpurogena,Streptomyces purpurogeneiscleroticus
Chainia rosea,Streptomyces roseiscleroticus
Chainia rubra,Streptomyces ruber
Chainia violens,Streptomyces violens
Chainia unavailable,Kitasatospora unavailable
Chakrabarty trota,Aeromonas enteropelogenes
Chelatobacter heintzii,Aminobacter aminovorans
Chelatobacter unavailable,Aminobacter unavailable
Chimaereicella alkaliphila,Algoriphagus alkaliphilus
Chimaereicella boritolerans,Algoriphagus boritolerans
Chimaereicella unavailable,Algoriphagus unavailable
Chlamydophila abortus,Chlamydia abortus
Chlamydophila felis,Chlamydia felis
Chlamydophila pecorum,Chlamydia pecorum
Chlamydophila pneumoniae,Chlamydia pneumoniae
Chlamydophila psittaci,Chlamydia psittaci
Chlamydophila unavailable,Chlamydia unavailable
Chlorobium tepidum,Chlorobaculum tepidum
Chlorobium vibrioforme,Prosthecochloris vibrioformis
Chromatium buderi,Isochromatium buderi
Chromatium glycolicum,Halochromatium glycolicum
Chromatium gracile,Marichromatium gracile
Chromatium minus,Thiocystis minor
Chromatium minutissimum,Allochromatium minutissimum
Chromatium purpuratum,Marichromatium purpuratum
Chromatium salexigens,Halochromatium salexigens
Chromatium tepidum,Thermochromatium tepidum
Chromatium vinosum,Allochromatium vinosum
Chromatium violascens,Thiocystis violascens
Chromatium warmingii,Allochromatium warmingii
Chromobacterium fluviatile,Iodobacter fluviatilis
Chromobacterium violaceum,Chromobacterium pseudoviolaceum
Chromocurvus halotolerans,Chromatocurvus halotolerans
Chromocurvus unavailable,Chromatocurvus unavailable
Chromohalobacter salarius,Salinicola halophilus
Chryseobacterium arothri,Chryseobacterium hominis
Chryseobacterium meningosepticum,Elizabethkingia meningoseptica
Chryseobacterium miricola,Elizabethkingia miricola
Chryseomonas luteola,Pseudomonas luteola
Chryseomonas polytricha,Pseudomonas luteola
Chryseomonas unavailable,Pseudomonas unavailable
Citreicella aestuarii,Salipiger aestuarii
Citreicella manganoxidans,Salipiger manganoxidans
Citreicella marina,Salipiger marinus
Citreicella thiooxidans,Salipiger thiooxidans
Citreicella unavailable,Salipiger unavailable
Citrobacter diversus,Citrobacter koseri
Clavibacter iranicus,Rathayibacter iranicus
Clavibacter michiganensis,Clavibacter capsici
Clavibacter michiganensis,Clavibacter insidiosus
Clavibacter michiganensis,Clavibacter michiganensis
Clavibacter michiganensis,Clavibacter nebraskensis
Clavibacter michiganensis,Clavibacter sepedonicus
Clavibacter michiganensis,Clavibacter tessellarius
Clavibacter rathayi,Rathayibacter rathayi
Clavibacter toxicus,Rathayibacter toxicus
Clavibacter tritici,Rathayibacter tritici
Clavibacter xyli,Leifsonia xyli
Clavibacter xyli,Leifsonia xyli
Clavibacter xyli,Leifsonia xyli
Clostridium absonum,Clostridium sardiniense
Clostridium acidiurici,Gottschalkia acidurici
Clostridium acidurici,Gottschalkia acidurici
Clostridium aldrichii,Hungateiclostridium aldrichii
Clostridium alkalicellulosi,Hungateiclostridium alkalicellulosi
Clostridium alkalicellum,Hungateiclostridium alkalicellulosi
Clostridium aminovalericum,Anaerocolumna aminovalerica
Clostridium articum,Clostridium arcticum
Clostridium barati,Clostridium baratii
Clostridium barkeri,Eubacterium barkeri
Clostridium bartlettii,Intestinibacter bartlettii
Clostridium bifermentans,Paraclostridium bifermentans
Clostridium bryantii,Syntrophomonas bryantii
Clostridium caenicola,Thermoclostridium caenicola
Clostridium caminithermale,Paramaledivibacter caminithermalis
Clostridium cellobioparum,Ruminiclostridium cellobioparum
Clostridium cellulolyticum,Ruminiclostridium cellulolyticum
Clostridium clariflavum,Hungateiclostridium clariflavum
Clostridium clostridiiforme,Clostridium clostridioforme
Clostridium coccoides,Blautia coccoides
Clostridium difficile,Clostridioides difficile
Clostridium durum,Paenibacillus durus
Clostridium estertheticum,Clostridium estertheticum
Clostridium formicoaceticum,Clostridium formicaceticum
Clostridium ghoni,Paeniclostridium ghonii
Clostridium ghonii,Paeniclostridium ghonii
Clostridium glycolicum,Terrisporobacter glycolicus
Clostridium glycyrrhizinilyticum,Mediterraneibacter glycyrrhizinilyticus
Clostridium halophilium,Maledivibacter halophilus
Clostridium halophilum,Maledivibacter halophilus
Clostridium hastiforme,Tissierella praeacuta
Clostridium hathewayi,Hungatella hathewayi
Clostridium histolyticum,Hathewaya histolytica
Clostridium hungatei,Ruminiclostridium hungatei
Clostridium hydroxybenzoicum,Sedimentibacter hydroxybenzoicus
Clostridium irregulare,Asaccharospora irregularis
Clostridium irregularis,Asaccharospora irregularis
Clostridium jejuense,Anaerocolumna jejuensis
Clostridium josui,Ruminiclostridium josui
Clostridium lactatifermentans,Anaerotignum lactatifermentans
Clostridium laramie,Clostridium estertheticum
Clostridium laramiense,Clostridium estertheticum
Clostridium lentocellum,Cellulosilyticum lentocellum
Clostridium lentoputrescens,Clostridium cochlearium
Clostridium limosum,Hathewaya limosa
Clostridium litorale,Peptoclostridium litorale
Clostridium lituseburense,Romboutsia lituseburensis
Clostridium lortetii,Sporohalobacter lortetii
Clostridium mangenotii,Clostridioides mangenotii
Clostridium mayombei,Terrisporobacter mayombei
Clostridium neopropionicum,Anaerotignum neopropionicum
Clostridium orbiscindens,Flavonifractor plautii
Clostridium oroticum,Faecalicatena orotica
Clostridium oxalicum,Oxalophagus oxalicus
Clostridium papyrosolvens,Ruminiclostridium papyrosolvens
Clostridium paraperfringens,Clostridium baratii
Clostridium perenne,Clostridium baratii
Clostridium pfennigii,Oxobacter pfennigii
Clostridium propionicum,Anaerotignum propionicum
Clostridium proteoclasticum,Butyrivibrio proteoclasticus
Clostridium proteolyticum,Hathewaya proteolytica
Clostridium quercicolum,Dendrosporobacter quercicolus
Clostridium rectum,Fusobacterium mortiferum
Clostridium sardiniensis,Clostridium sardiniense
Clostridium sartagoformum,Clostridium sartagoforme
Clostridium saudii,Clostridium saudiense
Clostridium sordellii,Paeniclostridium sordellii
Clostridium stercorarium,Thermoclostridium stercorarium
Clostridium stercorarium,Thermoclostridium stercorarium
Clostridium stercorarium,Thermoclostridium stercorarium
Clostridium stercorarium,Thermoclostridium stercorarium
Clostridium sticklandii,Acetoanaerobium sticklandii
Clostridium straminisolvens,Hungateiclostridium straminisolvens
Clostridium sufflavum,Ruminiclostridium sufflavum
Clostridium termitidis,Ruminiclostridium cellobioparum
Clostridium thermaceticum,Moorella thermoacetica
Clostridium thermautotrophicum,Moorella thermoautotrophica
Clostridium thermoaceticum,Moorella thermoacetica
Clostridium thermoautotrophicum,Moorella thermoautotrophica
Clostridium thermocellum,Hungateiclostridium thermocellum
Clostridium thermocopriae,Thermoanaerobacter thermocopriae
Clostridium thermohydrosulfuricum,Thermoanaerobacter thermohydrosulfuricus
Clostridium thermolacticum,Thermoclostridium stercorarium
Clostridium thermosaccharolyticum,Thermoanaerobacterium thermosaccharolyticum
Clostridium thermosuccinogenes,Pseudoclostridium thermosuccinogenes
Clostridium thermosulfurigenes,Thermoanaerobacterium thermosulfurigenes
Clostridium thermosulfurogenes,Thermoanaerobacterium thermosulfurigenes
Clostridium villosum,Filifactor villosus
Clostridium xylanovorans,Anaerocolumna xylanovorans
Cohnella damensis,Cohnella damuensis
Colwellia psychroerythrus,Colwellia psychrerythraea
Comamonas acidovorans,Delftia acidovorans
Comamonas thiooxidans,Comamonas thiooxydans
Conchiformibium kuhniae,Conchiformibius kuhniae
Conchiformibium steedae,Conchiformibius steedae
Conchiformibium unavailable,Conchiformibius unavailable
Conglomeromonas largomobilis,Azospirillum largimobile
Conglomeromonas largomobilis,Skermanella parooensis
Conglomeromonas largomobilis,Azospirillum largimobile
Conglomeromonas unavailable,Azospirillum unavailable
Coprobacillus catenaformis,Coprobacillus cateniformis
Corynebacterium afermentans,Corynebacterium afermentans
Corynebacterium betae,Curtobacterium flaccumfaciens
Corynebacterium diphtheriae,Corynebacterium diphtheriae
Corynebacterium equi,Rhodococcus hoagii
Corynebacterium fascians,Rhodococcus fascians
Corynebacterium flaccumfaciens,Curtobacterium flaccumfaciens
Corynebacterium flaccumfaciens,Curtobacterium flaccumfaciens
Corynebacterium flaccumfaciens,Curtobacterium flaccumfaciens
Corynebacterium flaccumfaciens,Curtobacterium flaccumfaciens
Corynebacterium flaccumfaciens,Curtobacterium flaccumfaciens
Corynebacterium fournierii,Corynebacterium fournieri
Corynebacterium hoagii,Rhodococcus hoagii
Corynebacterium insidiosum,Clavibacter insidiosus
Corynebacterium iranicum,Rathayibacter iranicus
Corynebacterium lilium,Corynebacterium glutamicum
Corynebacterium liquefaciens,Glutamicibacter nicotianae
Corynebacterium michiganense,Clavibacter insidiosus
Corynebacterium michiganense,Clavibacter michiganensis
Corynebacterium michiganense,Clavibacter nebraskensis
Corynebacterium michiganense,Clavibacter sepedonicus
Corynebacterium michiganense,Clavibacter tessellarius
Corynebacterium michiganense,Clavibacter michiganensis
Corynebacterium mooreparkense,Corynebacterium variabile
Corynebacterium nebraskense,Clavibacter nebraskensis
Corynebacterium nigricans,Corynebacterium aurimucosum
Corynebacterium oortii,Curtobacterium flaccumfaciens
Corynebacterium paurometabolum,Tsukamurella paurometabola
Corynebacterium poinsettiae,Curtobacterium flaccumfaciens
Corynebacterium pyogenes,Trueperella pyogenes
Corynebacterium rathayi,Rathayibacter rathayi
Corynebacterium seminale,Corynebacterium glucuronolyticum
Corynebacterium sepedonicum,Clavibacter sepedonicus
Corynebacterium tritici,Rathayibacter tritici
Corynebacterium tuscaniae,Corynebacterium tuscaniense
Couchioplanes caeruleus,Couchioplanes caeruleus
Cowdria ruminantium,Ehrlichia ruminantium
Cowdria unavailable,Ehrlichia unavailable
Crabtreella saccharophila,Shinella zoogloeoides
Crabtreella unavailable,Shinella unavailable
Cronobacter dublinensis,Cronobacter dublinensis
Cronobacter helveticus,Franconibacter helveticus
Cronobacter pulveris,Franconibacter pulveris
Cronobacter sakazakii,Enterobacter sakazakii
Cronobacter zurichensis,Siccibacter turicensis
Cronobacter unavailable,Enterobacter unavailable
Cupravidus yeoncheonense,Cupriavidus yeoncheonensis
Cupriavidus yeoncheonense,Cupriavidus yeoncheonensis
Curtobacterium ginsengisoli,Gryllotalpicola ginsengisoli
Curtobacterium saperdae,Microbacterium saperdae
Curtobacterium testaceum,Microbacterium testaceum
Curvibacter fontana,Curvibacter fontanus
Cutibacterium acnes,Cutibacterium acnes
Cutibacterium acnes,Cutibacterium acnes
Cystobacter minus,Archangium minus
Cystobacter violaceus,Archangium violaceum
Cytophaga agarovorans,Marinilabilia salmonicolor
Cytophaga aprica,Flammeovirga aprica
Cytophaga aquatilis,Flavobacterium hydatis
Cytophaga arvensicola,Chitinophaga arvensicola
Cytophaga columnaris,Flavobacterium columnare
Cytophaga diffluens,Persicobacter diffluens
Cytophaga fermentans,Saccharicrinis fermentans
Cytophaga flevensis,Flavobacterium flevense
Cytophaga heparina,Pedobacter heparinus
Cytophaga johnsonae,Flavobacterium johnsoniae
Cytophaga latercula,Aquimarina latercula
Cytophaga lytica,Cellulophaga lytica
Cytophaga marina,Tenacibaculum maritimum
Cytophaga marinoflava,Leeuwenhoekiella marinoflava
Cytophaga pectinovora,Flavobacterium pectinovorum
Cytophaga psychrophila,Flavobacterium psychrophilum
Cytophaga saccharophila,Flavobacterium saccharophilum
Cytophaga salmonicolor,Marinilabilia salmonicolor
Cytophaga succinicans,Flavobacterium succinicans
Cytophaga uliginosa,Zobellia uliginosa
Dechlorosoma unavailable,Azospira unavailable
Defluvibacter lusatiae,Aquamicrobium lusatiense
Defluvibacter lusatiensis,Aquamicrobium lusatiense
Defluvibacter unavailable,Aquamicrobium unavailable
Defluvicoccus unavailable,Defluviicoccus unavailable
Dehalospirillum multivorans,Sulfurospirillum multivorans
Dehalospirillum unavailable,Sulfurospirillum unavailable
Deinobacter grandis,Deinococcus grandis
Deinobacter unavailable,Deinococcus unavailable
Deinococcus erythromyxa,Kocuria rosea
Deinococcus mumbaiensis,Deinococcus ficus
Deinococcus xibeiensis,Deinococcus wulumuqiensis
Deleya aesta,Halomonas aquamarina
Deleya aquamarina,Halomonas aquamarina
Deleya cupida,Halomonas cupida
Deleya halophila,Halomonas halophila
Deleya marina,Cobetia marina
Deleya pacifica,Halomonas pacifica
Deleya salina,Halomonas salina
Deleya venusta,Halomonas venusta
Deleya unavailable,Halomonas unavailable
Dermabacter hominus,Dermabacter hominis
Dermatophilus chelonae,Austwickia chelonae
Desertiactinospora gelatinilytica,Desertactinospora gelatinilytica
Desertiactinospora unavailable,Desertactinospora unavailable
Desulfitobacterium frappieri,Desulfitobacterium hafniense
Desulfobacter giganteus,Desulfovibrio giganteus
Desulfobacterium anilini,Desulfatiglans anilini
Desulfobacterium cetonicum,Desulfosarcina cetonica
Desulfobacterium macestii,Desulfomicrobium macestii
Desulfobacterium phenolicum,Desulfobacula phenolica
Desulfocapsa sulfoexigens,Desulfocapsa sulfexigens
Desulfocurvibacter africanus,Desulfocurvibacter africanus
Desulfofundulus thermobenzoicus,Desulfofundulus thermobenzoicus
Desulfomicrobium baculatus,Desulfomicrobium baculatum
Desulfomicrobium escambium,Desulfomicrobium escambiense
Desulfomonas pigra,Desulfovibrio piger
Desulfomonas unavailable,Desulfovibrio unavailable
Desulfomusa hansenii,Desulfofaba hansenii
Desulfomusa unavailable,Desulfofaba unavailable
Desulfonema ishimotoi,Desulfonema ishimotonii
Desulforhabdus amnigenus,Desulforhabdus amnigena
Desulfosarcina cetonicum,Desulfosarcina cetonica
Desulfotomaculum acetoxidans,Desulfofarcimen acetoxidans
Desulfotomaculum alcoholivorax,Desulfallas alcoholivorax
Desulfotomaculum alkaliphilum,Desulfohalotomaculum alkaliphilum
Desulfotomaculum arcticum,Desulfallas arcticus
Desulfotomaculum auripigmentum,Desulfosporosinus auripigmenti
Desulfotomaculum australicum,Desulfofundulus australicus
Desulfotomaculum carboxydivorans,Desulfotomaculum nigrificans
Desulfotomaculum geothermicum,Desulfallas geothermicus
